Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AME,AMG,AMGN,AMP,AMT,AMZN,ANDV,ANSS,ANTM,AON,AOS,APA,APC,APD,APH,ARE,ATVI
6/2/2017,60.81,49.52,137.8,155.45,67.25,93.58,46.5,125.74,143.48,80.91,42.22,100.98,237.84,112.91,57.17,72.67,11.91,147.73,75.93,228.16,64.24,43.69,100.16,57.35,48.53,114.09,149.7,89.31,86.67,80.06,101.83,46.8,10.9,61.86,161,159.15,122.67,132.49,1006.73,84.51,129.49,187.58,131.4,56.25,46.99,50.06,146.79,75.56,120.04,59.65
6/5/2017,60.4,49.74,135.57,153.93,67.51,93.32,46.62,126.58,143.59,78.75,41.94,101.1,236.51,110.88,56.88,72.4,11.71,148,75.76,228.18,63.83,44.04,99.09,56.91,48.91,113.61,148.83,89.3,86.61,80,101.61,46.72,11.24,61.8,161.99,160.22,122.21,131.61,1011.34,86.84,129.54,186.69,131,56.17,46.73,49.64,144.96,75.59,120.34,59.8
6/6/2017,60.1,49.74,131.3,154.45,67.87,91.69,46.36,126.33,143.03,80.1,41.95,101.2,240.26,111.45,56.82,72.13,11.91,148,74.79,228.31,63.31,44.08,98.99,56.25,48.45,112.68,148.62,89.2,85.82,78.54,101.47,46.57,12.03,61.5,159.85,159.53,120.92,131.7,1003,88.74,128.4,187.65,130.46,55.27,48.04,50.1,144.12,75.55,118.57,59.84
6/7/2017,60.63,50.86,130.62,155.37,68.75,91.93,46.56,126.55,143.62,80.83,41.91,100.94,238.24,111.17,56.89,72.62,11.57,149.58,74.93,228.19,63.16,44.22,98.71,56.93,48.54,112.8,149.13,91.69,85.87,78.33,100.14,47.26,12.38,61.53,160.51,161.66,121.95,131.82,1010.07,89.43,128.34,188.33,131.41,55.82,46.78,47.17,143.36,75.92,118.88,60.53
6/8/2017,60.15,51.43,125.92,154.99,68.76,91.57,46.72,126.17,142.63,82.44,42.01,100.77,242.01,111.12,56.35,71.95,11.56,149.31,75.2,229.41,63.66,44.09,99.29,57.39,48.91,114.27,151.82,90.54,86.56,77.65,102.92,47.43,12.9,61.96,159.77,162.65,123.26,130.97,1010.27,89.46,126.96,187.59,131.71,56.37,47,46.63,143.5,76.18,118.55,60.55
6/9/2017,59.21,50.27,128.36,148.98,69.67,92.1,47.29,125.82,138.05,78.6,42.02,100.11,241.36,105.95,56.29,71.86,11.72,149.79,78,232.36,64.18,44.36,101.68,57.88,48.13,115.4,148.85,89.93,87.37,77.23,105.38,44.74,12.28,62.38,162.49,164.06,126.49,130.28,978.31,91.78,124.52,186.92,132.64,56.04,48.34,47.98,145.85,75.76,118.63,58.03
6/12/2017,58.99,49.48,130.95,145.42,69.53,92.36,47.17,126.3,137.25,79.74,42.43,101.54,244.39,107.44,56.13,71.41,11.75,147.85,77.62,230.77,63.82,44.15,101.3,58.05,49.52,111.19,143.41,89.04,87.92,78.45,106.88,44.34,12.09,61.76,162.15,164.88,127.43,129.18,964.91,91.19,122.4,186.74,133.03,56.12,48.42,48.3,144.43,75.42,118.61,56.76
6/13/2017,59.28,49.45,131.63,146.59,69.67,93,47.46,127.07,139.09,81.23,42.36,101.87,246.29,107.55,56.29,71.65,11.93,148.77,77.9,230.79,64.23,44.32,101.73,58.13,49.63,112.66,144.38,88.91,87.97,79.28,108,44.85,11.96,62.05,161.85,164.43,127.25,130.19,980.79,94.22,122.47,187.16,134.06,56.84,49.22,49.22,146.27,75.92,118.69,57.9
6/14/2017,59.38,49.39,130.59,145.16,70.52,93.9,47.64,127.25,138.25,80.94,42.05,101.25,243.31,106.2,56.41,71.96,11.91,150.13,78.1,233.04,64.25,44.49,102.33,57.97,49.25,109.27,144.3,89.17,88.82,79.75,118,43.98,11.77,61.54,163.25,165.1,127.83,130.5,976.47,92.13,122.74,188.77,135.01,56.86,47.72,47.28,145.56,75.94,118.97,58.45
6/15/2017,59.21,49.11,131.15,144.29,70.6,94.43,48.12,127.03,137.52,79.75,42.36,102.17,250.04,105.58,56.48,72.14,11.92,149.3,77.8,234.76,63.81,44.44,103.52,58.81,49.19,106.05,144.02,88.41,89.79,80.75,117.98,43.16,11.5,62.21,163,164.11,129.61,130.87,964.17,91.73,121.08,188.75,135.65,56.8,47.8,46.11,145.21,76.02,118.91,58.91
6/16/2017,59.51,48.79,130.16,142.27,71.05,92.53,48.21,127.56,137.84,80.04,42.56,103.49,254.9,104.88,57.08,72.42,11.92,150.59,78.38,235.49,63.79,44.51,104.48,58.97,49.5,108.09,145.26,88.74,89.82,81.58,113.98,43.11,11.44,62.33,164.25,162.42,130.35,131.95,987.71,92.43,121.75,189.96,136.46,56.74,49.54,47.04,145.51,75.63,117.88,58.8
6/19/2017,60.55,49.66,129.6,146.34,71.34,93.75,48.89,127.77,140.35,80.37,42.44,104.11,257.41,106.16,56.79,72.06,11.91,151.73,79.26,237.67,63.95,44.72,104.74,59.01,49.49,108.33,149.7,90.77,89.41,82.17,116.16,44.29,11.93,62.86,166.37,165.09,132.12,132.33,995.17,92.77,122.65,192.74,136.8,57.52,49.82,46.7,146.15,75.65,119.12,60.32
6/20/2017,60.33,48.03,123.58,145.01,71.22,93.25,48.77,126.53,140.91,79.2,41.48,102.48,258.1,104.93,57.09,72.56,11.9,151.6,78.71,238.63,63.39,44.43,103.98,58.66,48.64,107.74,146.99,89.39,89.26,81.91,119.05,43.36,12.64,61.87,165.62,166.29,130.68,131.2,992.59,91.96,120.93,192,136.15,56.79,47.72,46.29,144.74,74.95,119.26,60.15
6/21/2017,59.79,48.43,120.11,145.87,71.34,95.62,48.57,127.11,144.24,79.98,41.25,102.5,258.94,105.69,56.47,72.4,11.67,152.1,77.97,244.39,63.22,43.99,102.25,57.9,49.28,106.19,149.42,90.83,89.24,81.51,123.58,43.62,13.98,60.51,161.86,171.35,128.24,130.61,1002.23,91.15,122.41,192.07,135.3,56.45,45.66,45.35,143.48,74.73,119.05,60.68
6/22/2017,60.61,48.97,120.7,145.63,73.18,96.37,49.27,122.08,143.69,81.32,41.03,101.91,259.67,106.78,56.27,71.79,11.57,152.98,77.32,247.11,63.05,43.83,100.26,57.1,50.02,105.2,149.69,91.02,88.31,81.19,126.23,43.34,14.38,60.58,162.05,173.82,126.35,130.87,1001.3,91.06,122.65,193.36,134.25,56.27,45.63,45.09,144.25,74.37,120.79,61.16
6/23/2017,59.77,48.63,119.74,146.28,72.64,95.82,49.08,122.74,145.41,81.55,41.16,101.41,261.25,107.75,55.94,71.55,11.56,152.1,77.6,246.46,63.02,43.78,101.25,56.71,51.3,104.85,153.5,91.63,88.08,81.45,126.07,44.09,14.17,60.43,161.27,172.5,125.55,131.88,1003.74,92.28,122.52,190.17,132.4,56.36,46.08,45.5,144.94,75.08,120.6,60.44
6/26/2017,59.24,48.78,121.79,145.82,72.74,95.99,48.91,122.34,144.96,80.57,41.3,102.21,260.91,106.12,56.43,71.87,11.68,151.19,77.51,248.91,63.18,43.76,103.88,56.86,50.87,105.02,151.67,90.87,88.42,81.41,125.09,43.25,14.08,60.42,162.36,173.67,126.19,132.46,993.98,92.32,122.78,188.15,133.03,56.75,46.21,44.92,144.91,74.76,121.28,60.22
6/27/2017,58.88,48.5,121.96,143.73,72.39,95.53,48.67,122.19,142.54,78.14,41,101.5,259.96,102.92,55.89,70.72,11.5,151.19,77.77,246.09,63.41,43.01,103.64,56.51,50,104.47,149.34,88.92,88.17,80.59,122.11,41.89,13.4,60.09,162.71,170.85,125.79,135.75,976.78,93.53,121.27,187.41,132.58,56.28,46.21,43.8,143.83,74.23,121.6,58.29
6/28/2017,59.4,49.25,116.71,145.83,72.92,96.38,48.48,123.74,143.81,79.2,41.14,102.68,262.6,104.28,55.33,70.15,11.33,151.94,78.31,246.71,63.84,42.66,104.8,57.39,50.63,106.92,152.24,88.41,88.58,81.24,125.81,42.69,13.23,60.57,165.94,174.07,128.41,134.53,990.33,94.45,122.03,187.92,133.98,56.5,47.14,43.79,144.84,75.11,120.53,58.81
6/29/2017,58.8,49.62,116.05,143.68,72.48,95.76,48.73,122.99,141.24,77.74,40.63,101.46,258.12,101.39,54.7,69.6,11.16,151.78,77.6,244.02,63.5,42.69,104.2,57.02,50.24,104.67,148.62,89.1,88.13,79.82,122.43,41.44,12.6,60,165.01,172.59,128.02,132.82,975.93,93.24,120.43,187.17,132.84,55.95,47.45,45.25,141.77,73.76,118.99,57.58
6/30/2017,59.31,50.32,116.59,144.02,72.51,94.53,48.61,123.68,141.44,77.8,41.38,102.46,256.69,100.82,54.67,69.47,11.11,151.83,77.68,243.09,62.52,42.97,103.69,57.25,49.81,105.54,150.12,89.76,88.44,81.12,121.67,41.31,12.48,60.57,165.86,172.23,127.29,132.32,968,93.6,121.68,188.13,132.95,56.33,47.93,45.34,143.06,73.82,120.47,57.57
7/3/2017,59.13,50.39,118.41,143.5,72.42,94.7,48.71,123.93,138.41,76.11,41.46,102.42,258.23,99.36,54.13,69,11.01,152.4,78.42,243.98,63.29,43.18,105.15,57.53,50.09,106.03,149.03,90.22,88.63,81.37,121.08,41.01,12.15,61.21,168.32,172.8,130.14,131.41,953.66,95.03,120.47,189.6,133.16,56.55,49.33,46.1,144.29,73.1,120.95,56.26
7/5/2017,59.77,51.26,105.21,144.09,72.48,95.22,49,124.05,141.21,77.74,41.8,104.07,259.28,102.6,53.86,68.82,10.87,153.33,78.3,244.29,62.78,43.76,104.55,57.49,50.95,108.02,151.94,91.28,88.81,82.14,125.05,42.12,13.19,61.22,170.29,174.26,131.13,132.25,971.4,94.13,120.87,191.25,132.97,57.2,47.65,44.81,142.61,73.77,120.35,57.16
7/6/2017,59.22,52.05,103.16,142.73,71.73,92.51,47.94,122.94,140.75,77.33,41.1,103.44,254.33,102.05,53.75,69.02,10.68,152.33,77.53,241.55,63.08,42.76,104.15,57.16,49.36,108.05,149.74,91.4,88.72,80.66,121.09,42.11,13.02,61.17,166.18,171.72,129.15,131.54,965.14,94.13,120.94,190.28,133.39,56.58,45.77,43.62,142.13,72.48,118.15,56.62
7/7/2017,59.63,53.03,101.93,144.18,72.03,93.91,48.44,124.21,142.22,78.47,41.24,105.14,256.17,103.32,54.14,69.15,10.76,153.88,77.98,240.69,63.35,42.65,105.32,57.71,49.24,109.99,151.95,93.89,89.19,81.22,123.06,43.54,13.36,61.56,169.87,171.43,131.31,133.14,978.76,96.26,122.39,191.61,135.01,57.25,45.11,43.36,144.01,73.39,118.53,58.09
7/10/2017,59.86,52.66,101.17,145.06,71.83,92.49,48.23,124.06,143.34,78.73,40.81,103.66,256.04,103.74,53.95,68.89,10.94,154.04,77.65,241.17,63.07,42.59,104.93,57.46,49.65,111.34,151.58,92.94,88.85,81.53,123.76,44.21,13.81,61.7,172.71,172.2,132.85,131.21,996.47,96.12,122.24,192.12,135.3,57.2,47.11,43.59,143.5,73.77,117.21,58.51
7/11/2017,59.8,51.61,100.25,145.53,71.84,92.18,48.15,123.85,142.93,79.86,40.29,101.84,259.32,104.3,53.81,68.84,10.93,154.04,77.64,242.12,62.91,42.42,104.45,56.76,49.83,112.95,151.59,91.57,87.94,81.47,124.32,45.4,13.89,61.62,171.65,173.32,131.44,130.93,994.13,96.39,122.86,192.1,134.04,57.14,47.2,43.64,142.77,73.66,117.85,57.98
7/12/2017,60.73,53.8,100.94,145.74,71.88,93.21,48.43,125.47,145.91,80.37,40.9,102.5,260.27,106.68,54.4,68.99,11.1,154.6,77.65,245.59,63.19,42.97,104.46,56.87,50.55,116.54,152.51,94.63,88.2,81.99,124.94,45.28,14.29,62.22,174.03,173.27,133.31,133.88,1006.51,96.46,124.59,193.54,134.66,57.47,47.58,43.82,143.73,74.58,119.06,61.02
7/13/2017,61.19,53.81,103.22,147.77,72.63,92.86,48.08,125.73,145.05,80.27,41.38,101.63,264.57,107.07,54.09,68.28,11.02,155.04,77.9,244.13,64.13,42.81,105.19,57.56,50.08,117.68,152.19,93.74,88.6,80.79,126.91,45.3,13.53,61.76,175.15,175.04,134.19,134.14,1000.63,96.79,124.51,192.55,135.63,57.48,48.24,44.45,144.37,74.59,118.73,60.5
7/14/2017,61.52,54.22,102.04,149.04,73.11,92.96,48.91,126.7,146.16,81.55,41.48,101.35,264.14,108.74,54.43,68.17,11.03,155.27,77.87,245.85,64.11,43.26,104.63,57.61,50.62,117.57,154.3,92.63,89.05,80.77,126.71,46.12,13.92,61.9,175.53,177.13,134.74,136.04,1001.81,97.58,124.59,192.56,136.22,57.44,48.56,44.73,145.57,74.55,120.04,60.75
7/17/2017,61.55,53.87,101.74,149.56,72.7,92.71,48.76,126.42,146.4,81.09,41.6,101.7,262.07,106.94,54.89,68.55,11.12,155,77.75,247.53,64.05,43.63,105.01,57.5,51.77,116.86,156.21,92.08,88.49,80.83,125.78,46.15,13.8,61.87,176.3,177.4,134.72,135.4,1010.04,97.04,124.67,192.09,136.84,57.61,48.68,45.22,145.55,74.84,121.13,60.5
7/18/2017,61.21,53.15,100.3,150.08,72.23,91.37,48.74,127.37,147.89,81.14,41.18,101.305,262,107.7,55.36,68.36,11.24,153.31,77.87,245.73,63.87,43.3,104.54,57.56,51.53,117.73,156.02,90.75,88.88,80.6,126.77,46.62,13.48,61.41,176.99,177.48,134.57,136.18,1024.45,97.11,125.03,189.45,137.41,57.31,47.73,43.77,145.24,74.91,120.7,61.33
7/19/2017,61.38,52.61,100.87,151.02,72.77,91.17,49.43,127.78,148.92,80.37,41.28,102.75,263.53,110.25,55.66,68.65,11.32,154.24,77.89,246.41,64.19,43.73,105.92,57.69,52.1,119.16,159.28,90.27,89.25,80.7,127.3,47.18,13.55,61.62,176.99,179.18,136.04,135.42,1026.87,97.75,126.18,190.29,138.07,57.58,49.86,44.91,146.21,75.58,122.09,61.33
7/20/2017,60.98,52.34,103.23,150.34,74.01,91.95,50.85,128.54,149.94,80.85,41.42,103.34,238.62,109.91,56.14,68.7,11.37,155.73,77.68,249.07,64.23,43.9,105.71,58.27,52.36,117.91,160.17,89.1,89.22,81.09,129.81,47.25,13.8,61.14,177.91,179.32,136.79,136.24,1028.7,97.54,126.01,190.69,138.84,56.67,49.35,43.84,146.01,75.66,122.07,61.08
7/21/2017,61.37,51.91,105.27,150.27,74.63,91.62,50.84,128.85,149.52,78.96,41.26,104.58,236.54,109.75,56.53,69.98,11.42,156.31,77.57,250.97,64.2,44.23,105.41,58.65,52.13,118.34,158.87,88.25,89.16,80.41,131.79,46.81,13.88,60.91,178.35,180.21,136.34,136.9,1025.67,96.99,126.67,190.65,139.14,55.94,48.41,44.06,145.64,75.57,121,60.93
7/24/2017,61.5,51.28,103.17,152.09,73.91,93.13,50.8,128.01,149.53,78.75,41.38,103.54,240.15,110.81,55.92,69.19,11.32,156.08,77.62,253.52,64.53,43.68,106,58.83,52.37,118.6,161.19,87.01,89.77,80.31,130.74,46.78,14.16,61.21,179.05,181.06,137.56,137.07,1038.95,96.71,127.39,191,139.63,55.29,47.96,44.21,144.94,75.64,120.52,61.44
7/25/2017,60.54,50.61,105.29,152.74,72.52,94.65,50.83,128.95,148.21,79.52,41.96,103.18,242.07,112.26,55.8,68.84,11.24,156.25,78.06,254.62,65.29,43.43,106.27,59.1,53.28,118.8,158.56,87.13,90.21,79.1,129.35,46.4,14.11,61.78,181.46,180.89,138.84,136.62,1039.87,97.8,127.91,190.58,140,55.01,48.86,45.72,145.04,75.84,120.14,60.95
7/26/2017,59.72,51.01,106.7,153.46,72.59,94.21,50.4,129.51,149.78,80.72,41.71,105.98,238.76,114.08,56.34,69.45,11.16,155.69,77.35,256.15,65.19,43.88,105.14,58.67,45.49,117.2,158.69,87.72,89.4,78.49,131.07,47.45,14.76,61.51,181.59,175.89,144.65,137.87,1052.8,97.79,127.88,184.99,138.95,54.19,48.86,45.17,143.9,74.94,120.82,62.64
7/27/2017,59.91,50,110.34,150.56,71.73,92.78,50.11,128.16,146.2,79.55,41.78,115.63,240.71,111.52,56.27,70.67,11.1,153.9,77.12,254.16,65.17,44.01,104.94,58.03,46.01,116.37,157.26,87.98,89.68,81.2,133.92,46.04,14.12,61.6,178.84,172.15,142.5,134.86,1046,97.7,127.58,183.52,135.91,53.91,50.22,47.32,143.65,75.84,120.85,61.17
7/28/2017,60.08,50.49,110.21,149.5,70.44,93.97,49.61,128.4,146.73,79.24,41.78,117.38,241.05,111.5,56.16,70.43,10.98,155.29,79.38,253.01,65.27,45.26,105.47,59.41,46.89,116.5,173.06,86.32,90.5,81.4,137.99,45.25,13.95,61.85,178.65,174.54,144.45,138.34,1020.04,97.87,128.43,187.79,138.67,54.29,50.01,46.32,143.49,76.13,120.4,61.45
7/31/2017,59.79,50.44,112.01,148.73,69.91,93.82,49.18,128.82,146.49,79.01,42.18,118.91,241.43,110.79,56.1,70.54,11.18,154.31,79.75,252.33,65.45,45.55,105.27,58.79,47.14,115.8,167.23,85.23,91,81.24,137.34,44.31,13.61,61.58,185.83,174.51,144.88,136.33,987.78,99.53,129.55,186.21,138.17,53.55,49.48,45.67,142.15,76.62,121.25,61.78
8/1/2017,59.94,51.06,114.05,150.05,70.38,92.98,49.15,129.86,147.36,78.95,43.3,116.78,239.87,111.38,56.53,70.62,11.2,154.54,80.89,252.2,65.48,45.6,106.26,59.19,47.53,117.43,169.43,85.51,91,81.47,137.79,44.1,13.71,61.62,185.98,174.13,145.92,135.97,996.19,101.37,130.23,186.67,139.59,53.74,48.66,44.7,148.92,77.38,121.01,62.4
8/2/2017,60.2,50.45,114.48,157.14,70.71,91.27,49.23,128.62,147.13,78.82,42.49,115.25,240.44,109.13,56.73,70.93,11.05,154.74,81.16,250.18,65.9,45.49,103.84,59.02,47.51,119.45,167.99,85.64,94.16,80.85,137.97,42.73,13.37,64.23,180.67,174.46,145.52,137.97,995.89,99.74,127.48,188.95,139.23,54.43,47.91,44.66,148.11,77.84,120.52,61.45
8/3/2017,60.37,50.55,110.53,155.57,70.99,81.71,49.16,130.02,147.79,77.94,42.62,111.77,239.99,107.88,57,71.2,11.12,158.54,80.97,250.36,66.06,45.53,103.84,58.65,48.04,118.8,170.46,84.99,93.93,80.76,136.72,42.7,13.24,64.4,180.18,174.18,146.25,137.15,986.92,97.72,123.39,191.44,138.97,54.26,44.06,43.77,146.92,77.83,120.78,63.97
8/4/2017,60.13,50.8,111.01,156.39,70.99,80.83,49.26,130.2,147.71,77.78,42.59,111.39,239.27,108.39,57.5,70.88,11.08,156.79,81.16,242.65,65.08,45.63,104.94,59.02,47.87,119.6,169.3,85.87,94.22,81.32,136.64,42.82,13.12,64.52,180.64,173.85,147.84,137.57,987.58,97.93,124.32,190.48,138.95,54.93,45.22,44.89,147.22,77.66,120.61,62.01
8/7/2017,60.87,50.58,109.49,158.81,71.22,80.58,49.3,129.68,148.44,78.87,42.44,112.17,238.97,109.82,57.94,71.39,11.1,156.99,81.1,241.22,64.98,45.6,103.89,58.91,47.31,123.08,174.01,86,94.24,81.99,138.33,43.96,13.43,64.19,180.63,174.58,147.29,138.07,992.27,97.17,124.98,190.61,138.77,54.55,44.39,44.37,147.3,77.98,120.58,62.51
8/8/2017,60.14,50,109.39,160.08,71.47,80.33,48.88,129.13,147.81,78.97,42.24,108.51,235.45,108.35,58.43,71.35,11.38,156.27,81.24,239.74,64.57,46.1,104.75,58.81,47.27,115.41,173.62,85.15,94.21,81.37,136.04,43.9,13.11,63.8,181.56,173.69,148.8,136.63,989.84,95.8,124.43,191.98,138.58,54.4,44.12,44.21,145.85,77.97,120.62,61.33
8/9/2017,59.68,49.4,109.18,161.06,72.02,79.8,48.77,129.62,148.35,77.98,42.49,109.66,232.44,107.45,58.08,70.96,11.25,155.58,81.77,237.97,64.01,46,105.02,58.9,47.4,113.16,175.77,84.34,94.7,80.59,136.85,43.81,12.83,63.56,180.53,173.55,147.95,137.85,982.01,95.4,124.76,192.85,140.19,54.03,43.58,44.1,146.25,78.49,120.83,61.38
8/10/2017,58.57,48.55,106.13,155.32,70.44,78.88,48.06,128.24,144.92,76.83,42.12,108.9,222.21,104.98,58.54,71.36,11.38,152.42,80.82,232.2,63,45.74,102.99,58.61,46.31,110.95,171.23,83.79,94.16,78.92,132.3,42.03,12.12,62.74,175.42,169.11,143.79,136.83,956.92,93.83,122.71,189.72,138.85,53.54,42.61,43.7,145.02,77.77,119.89,60.21
8/11/2017,59.33,48.35,107.34,157.48,70.63,80.02,48.54,128.2,146.47,78.04,41.26,108.81,222.64,108.01,57.95,70.56,11.1,152.15,80.75,232.88,62.65,45.55,102.54,58.42,46.37,109.36,173.56,84.47,93.95,79.28,132.93,43.08,12.23,62.58,175.23,169.43,143.36,136.68,967.99,94.42,122.95,189.43,138.39,53.68,42.39,43.54,144.6,77.97,119.55,60.74
8/14/2017,59.62,48.81,109.32,159.85,70.82,80.08,49.08,129.69,149.16,79.9,41.95,109.69,222.41,108.9,58.45,71.05,11.11,155.67,81.25,232.64,62.88,46.18,104.23,58.86,46.82,110.83,174.16,85.09,94.42,79.47,133.96,43.78,12.76,63.12,178.39,171.67,145.14,139.97,983.3,95.2,125.24,191.31,139.66,54.13,41.57,43.02,146.64,79.1,121.74,61.89
8/15/2017,59.38,48.52,87.08,161.6,70.34,80,48.82,129.38,150.36,79.96,42.05,111.58,226.45,109.8,58.83,71.52,11.1,155.76,81.26,231.14,63.03,45.96,103.34,58.72,46.34,111.88,177.97,83.91,94.38,78.95,135.21,43.88,13.02,63.11,178.9,170.04,144.9,139.69,982.74,94.65,126.09,192.99,139.28,54.34,41.54,43.24,146.81,78.91,121.48,61.97
8/16/2017,62.14,48.41,91.51,160.95,70.42,80.03,49.81,130.03,151.8,80.06,42.15,111.1,228.62,110.49,59.14,72.02,11.18,155.9,80.82,227.99,62.97,45.42,102.61,58.91,46.29,113.42,178.46,83.81,94.38,79.29,136.55,44.46,12.63,63.11,178.39,171.39,143.36,141.09,978.18,93.37,128.51,193.35,139.32,54.82,40.63,42.53,148.08,79.32,121.9,62.89
8/17/2017,60.86,46.03,92.85,157.86,69.85,79.94,49.29,127.59,148.23,77.56,41.67,104.68,223.02,107.89,58.91,72,11.01,155.81,79.83,224.77,61.67,45.41,100.32,57.85,45.4,112.11,169.36,80.02,93.33,78.83,134.63,43.12,12.34,62.79,173,167.81,138.74,139.65,960.57,92.72,125.52,191.96,136.7,54.02,39.89,41.72,145.54,78.95,121.67,61.37
8/18/2017,61.25,45.55,93.26,157.5,69.96,78.6,48.74,127.44,147.97,77.74,41.27,104.41,221.27,108.56,59.21,72.16,11.07,154.45,79.84,223.99,61.34,45.15,100.01,57.94,45.36,112.59,168.61,78.45,92.92,78.17,133.4,44.3,12.37,62.94,172.84,167.29,138.8,140,958.47,92.83,125.61,191.02,136.52,53.93,40.31,42.17,145.76,78.42,120.01,62.01
8/21/2017,61.74,45.71,95.19,157.21,70.7,78.04,48.88,128.17,149.26,77.7,41.56,102.89,221.15,109.75,59.26,72.67,11.23,154.74,79.71,222.97,61.29,45.42,99.38,58.13,44.91,113.48,167.98,77.98,92.72,77.48,133.43,43.31,12.05,62.38,172.05,168.16,137.46,141.28,953.29,92.75,126.58,192.97,138.17,53.75,39.52,42.05,145.15,78.71,121.09,61.78
8/22/2017,62.96,45.41,95.8,159.78,71.75,79.23,49.71,129.31,152.25,79.17,41.72,103.72,222.88,111.01,59.91,72.81,11.35,156.66,80.17,223.75,61.22,45.38,99.9,58.62,45.81,115.82,172.55,77.11,93.77,78.08,138.2,44.45,12.17,62.94,175.4,170.07,138.79,142.09,966.9,93.43,129,194.95,139.57,54.42,39.89,42.27,145.95,79.7,120.06,64.26
8/23/2017,62.77,43.97,93.54,159.98,71.52,78.14,49.64,128.36,151.1,79.07,41.77,103.46,220.83,110.65,60.25,73.31,11.35,156.59,80.06,222.27,60.77,45.9,100.06,58.21,45.42,115.39,172.85,74.91,93.18,77.09,135.67,44.02,12.48,62.46,174.19,169,138.51,142.84,958,93.95,127.26,195.23,138.22,54.21,40.24,42.98,145.16,79.4,120.95,64.01
8/24/2017,62.68,42.92,93.1,159.27,72.11,78.4,49.38,128.67,150.81,79.27,41.08,104.59,222.9,110.61,60.26,73.39,11.4,156.15,80.39,223.7,60.23,45.84,98.22,58.31,45.23,114.86,175.31,73.52,91.54,77.15,137.78,43.72,12.5,62.51,174.73,169.95,138.4,143.8,952.45,95.05,127.13,192.9,137.78,53.46,40.03,42.65,145.23,79.39,121.27,63.43
8/25/2017,62.9,45.25,95.8,159.86,72.48,78.1,49.35,129.39,151.45,78.97,41.75,104.59,222.02,114.97,60.37,73.57,11.43,156.1,80.91,221.81,60.78,45.75,98.49,58.38,44.98,114.95,172.55,75.53,92.02,77.62,137.54,43.31,12.43,62.52,174.88,169.74,138.61,144.24,945.26,95.48,127.77,192.68,138.05,53.9,40.06,42.36,146.01,79.79,120.49,62.58
8/28/2017,63.46,44.95,94.66,161.47,73.32,78.66,50.26,129.24,151.79,79.44,41.77,104.76,223.68,111.48,60.57,74.1,11.19,156.53,80.8,223.94,60.66,45.51,95.44,58.3,45.14,115.43,175.11,74.31,90.65,78.05,139.02,43.63,12.23,62.38,173.99,171.78,137.75,145.78,946.02,98.55,127.64,193.48,138.38,54.17,39.35,41.27,145.78,79.75,119.3,62.75
8/29/2017,63.49,44.56,95.12,162.91,73.89,78.56,50.15,129.66,152.14,79.55,41.74,105.12,223.64,111.27,60.42,73.94,11.17,156.42,81.71,223.58,60.21,44.97,94.52,58.04,45.71,114.46,173.99,74.38,90.82,77.77,138.38,44.02,12.15,62.57,173.88,172.23,137.38,145.89,954.06,98.81,126.57,193.83,137.9,54.33,38.87,40.71,145.37,80.16,118.65,63.48
8/30/2017,63.9,44.32,96.81,163.35,73.92,78.33,50.11,129.79,153.67,83.72,41.86,105.93,225.09,113.29,60.3,73.75,11.06,156.9,82.06,223.86,60.2,45.39,94.78,57.82,46.47,115.17,174.88,74.13,90.07,78.3,138.45,45.47,12.67,62.68,174.04,173.65,137.2,147.52,967.59,100.62,127.91,191.5,138.15,55.07,38.37,40.52,145.51,80.31,119.4,65.68
8/31/2017,64.72,44.74,97.9,164,75.3,80.25,50.94,130.76,155.16,83.67,41.32,106.47,225.5,114.46,59.99,73.63,11.04,157.7,82.55,229.48,60.48,45.33,94.69,57.9,47.15,116.26,176.74,74.66,90.5,78.71,142.41,45.12,13,63.25,176.69,177.77,138.51,148.05,980.6,100.15,128.82,196.04,139.16,55.69,38.84,40.93,145.37,80.94,121.31,65.56
